,course_name,course_url,course_photo,course_level,course_effort,course_length,course_language,course_subtitle,course_price,course_partner,university_link,course_enrollments
2245,Building expertise ondeveloping sustainableand resilient infrastruct……,https://www.edx.org/course/building-expertise-on-developing-sustainable-and-r,https://prod-discovery.edx-cdn.org/media/course/image/a6eca3df-cd61-405d-b1f9-a4f33c4b266a-c0c6cf765023.jpg,['Introductory'],['4–6 hours per week'],['9 Weeks'],['English'],['English'],['$50 USD'],['École polytechnique fédérale de Lausanne'],['https://www.edx.org/school/epflx'],not-mentioned
2246,Conservation & ProtectedAreas Management inAfrica…,https://www.edx.org/course/conservation-protected-areas-management-in-africa,https://prod-discovery.edx-cdn.org/media/course/image/b16fd3fa-b71e-46e9-b747-55392e139153-754be969340b.jpg,['Intermediate'],['2–4 hours per week'],['13 Weeks'],['English'],['Français'],['$50 USD'],['École polytechnique fédérale de Lausanne'],['https://www.edx.org/school/epflx'],not-mentioned
2247,Climat – de la science àl’action…,https://www.edx.org/course/climat-de-la-science-a-laction,https://prod-discovery.edx-cdn.org/media/course/image/1a251e48-95f6-441c-9aa0-2a3d09bd8f61-0f8bc6e9a9c5.jpg,['Introductory'],['3–5 hours per week'],['4 Weeks'],['Français'],['Français'],['$5 USD'],['World Bank Group'],['https://www.edx.org/school/wbgx'],not-mentioned
2248,Globalisation andSustainable Development…,https://www.edx.org/course/globalisation-and-sustainable-development,https://prod-discovery.edx-cdn.org/media/course/image/403142dc-dc49-41f9-a5e4-da355d2ede90-935038f40d06.png,['Introductory'],['2–3 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Curtin University'],['https://www.edx.org/school/curtinx'],not-mentioned
2249,Pratiques de GestionOptimale des EauxPluviales…,https://www.edx.org/course/pratiques-de-gestion-optimale-des-eaux-pluviales,https://prod-discovery.edx-cdn.org/media/course/image/51d26dfd-bbb7-47a8-9f79-4ff5ed6258a5-acf4ef4621dd.jpg,['Intermediate'],['2–4 hours per week'],['4 Weeks'],['Français'],"['English, Français']",['$49 USD'],['Université Mohammed VI Polytechnique'],['https://www.edx.org/school/um6px'],not-mentioned
2250,Hydraulique fluviale 2 :Sédiments etmorphologie fluviale…,https://www.edx.org/course/hydraulique-fluviale-2-sediments-et-morphologie-fl,https://prod-discovery.edx-cdn.org/media/course/image/1cfdc4aa-97ac-4cad-aab7-34e8f06895c4-10fa4c5bc16a.jpg,['Advanced'],['4–6 hours per week'],['8 Weeks'],['Français'],['Français'],['$50 USD'],['Université catholique de Louvain'],['https://www.edx.org/school/louvainx'],not-mentioned
2251,Gestion des airesprotégées en Afrique…,https://www.edx.org/course/gestion-des-aires-protegees-en-afrique,https://prod-discovery.edx-cdn.org/media/course/image/f2391e2b-bfd1-4b72-8112-a67f6e6f3b96-c7a5a4955f3d.jpg,['Intermediate'],['2–4 hours per week'],['13 Weeks'],['Français'],"['English, Français']",['$50 USD'],['École polytechnique fédérale de Lausanne'],['https://www.edx.org/school/epflx'],not-mentioned
2252,Minerals and Mining in aSustainable World…,https://www.edx.org/course/minerals-and-mining-in-a-sustainable-world,https://prod-discovery.edx-cdn.org/media/course/image/06aaf4fb-98f3-4cf2-b681-8e858544e588-7293efa3a37a.jpeg,['Advanced'],['4–5 hours per week'],['8 Weeks'],['English'],['English'],['$299 USD'],['The University of Queensland'],['https://www.edx.org/school/uqx'],not-mentioned
2253,Circular Economy: AnIntroduction…,https://www.edx.org/course/circular-economy-an-introduction,https://prod-discovery.edx-cdn.org/media/course/image/02d007b2-609c-4526-af7e-f9962458aaa8-2140229848ce.png,['Introductory'],['3–6 hours per week'],['7 Weeks'],['English'],['English'],['$50 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"51,481"
2254,Digital Design…,https://www.edx.org/course/digital-design,https://prod-discovery.edx-cdn.org/media/course/image/fff9bb19-b736-4eb3-913c-0460063da31c-9fca8a885546.png,['Introductory'],['5–6 hours per week'],['5 Weeks'],['English'],['English'],['$50 USD'],['The Hong Kong University of Science and Technology'],['https://www.edx.org/school/hkustx'],"13,225"
2255,Future Trends of Fashionand Textiles 時尚之未來趨勢(時尚之未来趋势)…,https://www.edx.org/course/future-trends-of-fashion-and-textiles-shi-shang-zhi-wei-lai-qu-shi-qu-shi,https://prod-discovery.edx-cdn.org/media/course/image/b32a6606-e744-4935-90c7-07cf75d4be6b-dab694aadf88.jpeg,['Introductory'],['2–6 hours per week'],['6 Weeks'],['English'],"['中文, 中文']",['$99 USD'],['The Hong Kong Polytechnic University'],['https://www.edx.org/school/hkpolyux'],not-mentioned
2256,Engineering Design for aCircular Economy…,https://www.edx.org/course/engineering-design-for-a-circular-economy,https://prod-discovery.edx-cdn.org/media/course/image/814814b1-3357-4143-bba4-daaeb6fdf902-65af37fd0d95.png,['Advanced'],['3–4 hours per week'],['6 Weeks'],['English'],['English'],['$50 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"9,080"
2257,Design ThinkingFundamentals…,https://www.edx.org/course/design-thinking-fundamentals,https://prod-discovery.edx-cdn.org/media/course/image/09b72711-8d25-44b4-bcba-6f0d54218079-5ae8c7e22e92.jpg,['Intermediate'],['8–12 hours per week'],['6 Weeks'],['English'],['English'],['$299 USD'],['Rochester Institute of Technology'],['https://www.edx.org/school/ritx'],"58,446"
2258,"Design Thinking: Ideation,Iteration andCommunication…",https://www.edx.org/course/design-thinking-ideation-iteration-and-communicati,https://prod-discovery.edx-cdn.org/media/course/image/30c03834-f5a3-456a-85d6-bb1c73342038-eb40ada7c074.jpg,['Intermediate'],['8–12 hours per week'],['6 Weeks'],['English'],['English'],['$299 USD'],['Rochester Institute of Technology'],['https://www.edx.org/school/ritx'],"15,140"
2259,Design Thinking:Empathizing toUnderstand the Problem…,https://www.edx.org/course/design-thinking-empathizing-to-understand-the-prob,https://prod-discovery.edx-cdn.org/media/course/image/8ed1fd34-0633-4404-87df-72399c4eebb9-0e6f56aed732.jpg,['Intermediate'],['8–12 hours per week'],['6 Weeks'],['English'],['English'],['$299 USD'],['Rochester Institute of Technology'],['https://www.edx.org/school/ritx'],"13,682"
2260,Design Thinking:Prototyping and UserTesting…,https://www.edx.org/course/design-thinking-prototyping-and-user-testing,https://prod-discovery.edx-cdn.org/media/course/image/388614ed-1897-4757-aeb5-3547e79b29ed-a43bd5c45eb8.jpg,['Intermediate'],['8–12 hours per week'],['6 Weeks'],['English'],['English'],['$299 USD'],['Rochester Institute of Technology'],['https://www.edx.org/school/ritx'],"11,002"
2261,Design ThinkingCapstone…,https://www.edx.org/course/design-thinking-capstone-3,https://prod-discovery.edx-cdn.org/media/course/image/ca74928e-b7cb-42fd-a7c9-d1f43b544d32-fa8a14a6c3af.jpg,['Intermediate'],['8–12 hours per week'],['6 Weeks'],['English'],['English'],['$299 USD'],['Rochester Institute of Technology'],['https://www.edx.org/school/ritx'],not-mentioned
2262,IoT Capstone Project…,https://www.edx.org/course/iot-capstone-project,https://prod-discovery.edx-cdn.org/media/course/image/dca3c9e5-91a0-4bdf-9467-c78d8892e8a0-8bd8b4853b4a.jpg,['Intermediate'],['6–8 hours per week'],['12 Weeks'],['English'],['English'],['$599 USD'],['Curtin University'],['https://www.edx.org/school/curtinx'],not-mentioned
2263,Adobe Illustrator:aprende a crearpresentaciones de impa……,https://www.edx.org/course/adobe-illustrator-aprende-a-crear-presentaciones-d,https://prod-discovery.edx-cdn.org/media/course/image/becd6c87-e61e-451b-8a84-0b51a5022450-644e6123a2e3.jpg,['Introductory'],['9–10 hours per week'],['5 Weeks'],['Español'],['Español'],['$15 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned
2264,Lánzate a la Innovacióncon Design Thinking…,https://www.edx.org/course/lanzate-a-la-innovacion-con-design-thinking,https://prod-discovery.edx-cdn.org/media/course/image/323b57cd-d948-4da6-87fa-4bfb5f7d31a3-f5a3fedb8252.png,['Introductory'],['4–6 hours per week'],['7 Weeks'],['Español'],['Español'],['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned
2265,Basic 3D Animation usingBlender…,https://www.edx.org/course/basic-3d-animation-using-blender,https://prod-discovery.edx-cdn.org/media/course/image/d710d603-092f-4bbe-beed-4d2f37ed3e3c-eee66e4f45d9.jpg,['Introductory'],['4–6 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['IITBombay'],['https://www.edx.org/school/iitbombayx'],not-mentioned
2266,Introduction to GameDesign…,https://www.edx.org/course/introduction-to-game-design,https://prod-discovery.edx-cdn.org/media/course/image/acedc0ad-c308-4f1c-9c73-0375883a378e.jpg,['Introductory'],['8–10 hours per week'],['7 Weeks'],['English'],['English'],['$99 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
2267,Design Thinking forLeading and Learning…,https://www.edx.org/course/design-thinking-for-leading-and-learning,https://prod-discovery.edx-cdn.org/media/course/image/ddef3dce-1455-4c16-90d8-ee8bfe11beee-e0d3d6ec2013.jpg,['Intermediate'],['4–6 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],"['Massachusetts Institute of Technology', 'Microsoft Education']","['https://www.edx.org/school/mitx', 'https://www.edx.org/school/microsoftedu']",not-mentioned
2268,Design and Developmentof Games for Learning…,https://www.edx.org/course/design-and-development-of-games-for-learning,https://prod-discovery.edx-cdn.org/media/course/image/70d8c5da-3caa-4e80-908f-8f990cdb4f70.jpg,['Introductory'],['6–10 hours per week'],['9 Weeks'],['English'],['English'],['$99 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
2269,Mechanics of DeformableStructures: Part 2…,https://www.edx.org/course/mechanics-of-deformable-structures-part-2,https://prod-discovery.edx-cdn.org/media/course/image/e116d3cd-3914-48d4-ac4d-c5c5d531abb5-4da3475c6298.jpeg,['Intermediate'],['10–12 hours per week'],['8 Weeks'],['English'],['English'],['$99 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
2270,Introductieproductontwerpen: vanprobleem tot prototype…,https://www.edx.org/course/product-design-the-delft-design-approach-5,https://prod-discovery.edx-cdn.org/media/course/image/fee63a1b-4167-49f0-9a0e-c5ef53a00290-40e07663fea8.jpeg,['Introductory'],['4–6 hours per week'],['6 Weeks'],['Nederlands'],"['Nederlands', 'Nederlands']",[],['Delft University of Technology'],['https://www.edx.org/school/delftx'],not-mentioned
2271,Design Practice inBusiness: SparkInnovation like a Designer…,https://www.edx.org/course/design-practice-in-business-spark-innovation-like,https://prod-discovery.edx-cdn.org/media/course/image/3c0d8225-234c-4beb-9c15-152ed41fa4bb-7c321a94b188.jpg,['Introductory'],['3–6 hours per week'],['5 Weeks'],['English'],['English'],['$79 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],not-mentioned
2272,"Design in the Classroomwith Cooper Hewitt,Smithsonian Design Mu……",https://www.edx.org/course/design-in-the-classroom-with-cooper-hewitt-smith-2,https://prod-discovery.edx-cdn.org/media/course/image/13da978e-3b6a-4293-a1c8-46e21978f071-ef998d2ee342.jpg,['Introductory'],['1–2 hours per week'],['5 Weeks'],['English'],['English'],['$50 USD'],['The Smithsonian Institution'],['https://www.edx.org/school/smithsonianx'],not-mentioned
2273,Envisioning the Graduateof the Future…,https://www.edx.org/course/envisioning-the-graduate-of-the-future,https://prod-discovery.edx-cdn.org/media/course/image/b212b555-9ab8-4d18-8d3d-e4773e8a17a2-3aeb58fdb15c.jpg,['Intermediate'],['2–4 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
2274,Implementing CustomerInsights for YourBusiness…,https://www.edx.org/course/implementing-customer-insights-for-your-business,https://prod-discovery.edx-cdn.org/media/course/image/e3cbc8ef-bb1e-4772-8ebc-50f301ca0382-d442ed8b41f1.jpg,['Intermediate'],['3–4 hours per week'],['4 Weeks'],['English'],['English'],['$250 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],not-mentioned
2275,Design Leadership andInnovation…,https://www.edx.org/course/design-leadership-and-innovation,https://prod-discovery.edx-cdn.org/media/course/image/24efc7ac-12bf-47b2-a718-e574fe8d4812-85fdb4307145.jpg,['Advanced'],['3–4 hours per week'],['4 Weeks'],['English'],['English'],['$399 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],not-mentioned
2276,Introduction toEngineering: Imagine.Design. Engineer!…,https://www.edx.org/course/introduction-to-engineering-imagine-design-enginee,https://prod-discovery.edx-cdn.org/media/course/image/7d3a556d-aa55-41cb-8819-231944e470fa-1c7763e71469.jpg,['Introductory'],['6–8 hours per week'],['16 Weeks'],['English'],['English'],['$49 USD'],['Arizona State University'],['https://www.edx.org/school/asux'],not-mentioned
2277,Basic 3D Modeling usingBlender…,https://www.edx.org/course/basic-3d-modeling-using-blender,https://prod-discovery.edx-cdn.org/media/course/image/f070cf53-0338-4237-aa5c-634db20c9d54-c6e97225280e.jpg,['Introductory'],['4–6 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['IITBombay'],['https://www.edx.org/school/iitbombayx'],not-mentioned
2278,A Hands-on Introductionto EngineeringSimulations…,https://www.edx.org/course/a-hands-on-introduction-to-engineering-simulations,https://prod-discovery.edx-cdn.org/media/course/image/90a15103-767d-42ca-ba2f-6f4c892d6f4c-2222edeb0de6.jpg,['Intermediate'],['4–6 hours per week'],['6 Weeks'],['English'],['English'],['$199 USD'],['Cornell University'],['https://www.edx.org/school/cornellx'],"192,982"
2279,Introduction to ProjectManagement…,https://www.edx.org/course/introduction-to-project-management,https://prod-discovery.edx-cdn.org/media/course/image/327c8e4f-315a-417b-9857-046dfc90c243-677b97464958.jpg,['Introductory'],['2–3 hours per week'],['6 Weeks'],['English'],['English'],['$199 USD'],['University of Adelaide'],['https://www.edx.org/school/adelaidex'],"312,568"
2280,Six Sigma: Define andMeasure…,https://www.edx.org/course/six-sigma-define-and-measure,https://prod-discovery.edx-cdn.org/media/course/image/81cfc304-0eed-4779-9de8-41c79504e456-23b25ba78a5c.jpg,['Introductory'],['3–4 hours per week'],['8 Weeks'],['English'],['English'],['$99 USD'],['Technische Universität München'],['https://www.edx.org/school/tumx'],"96,042"
2281,Basics of Power BI…,https://www.edx.org/course/basics-of-power-bi,https://prod-discovery.edx-cdn.org/media/course/image/28f8ec8e-8f3b-412d-9a74-5127ad9feaf4-3883a48d5763.jpeg,['Introductory'],['1–5 hours per week'],['2 Weeks'],['English'],['English'],['$49 USD'],['Rolls-Royce'],['https://www.edx.org/school/rolls-royce'],"11,325"
2282,Electric Cars: Technology…,https://www.edx.org/course/electric-cars-technology,https://prod-discovery.edx-cdn.org/media/course/image/ee11fadf-c75b-48ec-ae68-e40e44adef29-c4c4ac8beead.png,['Intermediate'],['4–5 hours per week'],['4 Weeks'],['English'],['English'],['$50 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"42,076"
2283,Lean Production…,https://www.edx.org/course/lean-production,https://prod-discovery.edx-cdn.org/media/course/image/00152a61-93ae-41e3-89fe-82a7fe1e3995-7b16d5e1c99e.jpg,['Introductory'],['3–4 hours per week'],['6 Weeks'],['English'],['English'],['$99 USD'],['Technische Universität München'],['https://www.edx.org/school/tumx'],"57,184"
2284,Introduction to Internet ofThings (IoT)…,https://www.edx.org/course/introduction-to-the-internet-of-things-3,https://prod-discovery.edx-cdn.org/media/course/image/68547944-2f4b-4b31-acdb-fef57439c3ed-5e6834b5002a.jpeg,['Introductory'],['1–5 hours per week'],['2 Weeks'],['English'],['English'],['$49 USD'],['Rolls-Royce'],['https://www.edx.org/school/rolls-royce'],"7,085"
2285,Introduction toAeronautical Engineering…,https://www.edx.org/course/introduction-to-aeronautical-engineering-2,https://prod-discovery.edx-cdn.org/media/course/image/fd2b565f-8730-4264-957a-3fbfa1b649b0-a009c3f10751.jpg,['Introductory'],['10–12 hours per week'],['7 Weeks'],['English'],['English'],['$50 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"101,554"
2286,"LaTeX for Students,Engineers, and Scientists…",https://www.edx.org/course/latex-for-students-engineers-and-scientists-2,https://prod-discovery.edx-cdn.org/media/course/image/d6d21d69-5349-41cc-9bc4-952114aa3a07-a8c4ebd57751.jpg,['Introductory'],['3–4 hours per week'],['7 Weeks'],['English'],['English'],['$139 USD'],['IITBombay'],['https://www.edx.org/school/iitbombayx'],"12,498"
2287,"Six Sigma: Analyze,Improve, Control…",https://www.edx.org/course/six-sigma-analyze-improve-control,https://prod-discovery.edx-cdn.org/media/course/image/50f33f6f-be42-43d2-9ccc-d5c5aedbf4fd-80a3686061ed.jpg,['Introductory'],['3–4 hours per week'],['8 Weeks'],['English'],['English'],['$99 USD'],['Technische Universität München'],['https://www.edx.org/school/tumx'],"56,951"
2288,"Mechanical Behavior ofMaterials, Part 1: LinearElastic Behavior…",https://www.edx.org/course/mechanical-behavior-of-materials-part-1-linear-ela,https://prod-discovery.edx-cdn.org/media/course/image/bb18c710-2e6b-4138-9d0c-6be03be32c87-c175cdb7035d.jpg,['Intermediate'],['11–13 hours per week'],['5 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"29,049"
2289,Fundamentos de logística…,https://www.edx.org/course/fundamentos-de-la-logistica,https://prod-discovery.edx-cdn.org/media/course/image/ca56633a-a3dc-4f8e-90d4-02e58c0a0c6a-0d36d47dac7e.png,['Introductory'],['4–8 hours per week'],['5 Weeks'],['Español'],['Español'],['$29 USD'],['LOGYCA'],['https://www.edx.org/school/logycax'],"8,082"
2290,Robotics Foundations I -Robot Modeling…,https://www.edx.org/course/robotics-foundations-i-robot-modeling,https://prod-discovery.edx-cdn.org/media/course/image/37872e32-0eae-4749-9340-edef0aa94546-0f142b1eed7d.jpg,['Intermediate'],['8–10 hours per week'],['8 Weeks'],['English'],['English'],['$60 USD'],['Università degli Studi di Napoli Federico II'],['https://www.edx.org/school/federicax'],"11,036"
2291,Product Design: The DelftDesign Approach…,https://www.edx.org/course/product-design-the-delft-design-approach,https://prod-discovery.edx-cdn.org/media/course/image/5dedf011-dfb5-4ea4-8714-30196590eb52-d940b2594513.png,['Intermediate'],['6–8 hours per week'],['7 Weeks'],['English'],['English'],['$79 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"88,221"
2292,Drinking Water Treatment…,https://www.edx.org/course/drinking-water-treatment-2,https://prod-discovery.edx-cdn.org/media/course/image/fa22ed78-4a53-45aa-b11d-d08e5e818fa7-a486feef0601.jpg,['Intermediate'],['6–8 hours per week'],['7 Weeks'],['English'],['English'],['$50 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"52,484"
2293,Effective Communicationfor Program and ProjectStakeholders and Teams…,https://www.edx.org/course/PMCOMM01,https://prod-discovery.edx-cdn.org/media/course/image/37681467-8cc2-49ee-9656-cb6943fe3859-dd5a78dd281c.jpeg,['Introductory'],['3–5 hours per week'],['5 Weeks'],['English'],['English'],['$199 USD'],"['The University of Maryland, College Park', 'University System of Maryland']","['https://www.edx.org/school/umd', 'https://www.edx.org/school/usmx']",not-mentioned
2294,Introducción a la energíasolar fotovoltaica: Elmódulo fotovoltaico…,https://www.edx.org/course/introduccion-a-la-energia-solar-fotovoltaica-el-mo,https://prod-discovery.edx-cdn.org/media/course/image/b91acc03-5c28-466a-8534-f8549e57b564-859b063b6e8e.jpg,['Intermediate'],['3–4 hours per week'],['4 Weeks'],['Español'],['Español'],['$50 USD'],['Universitat Politècnica de Valencia'],['https://www.edx.org/school/upvalenciax'],"15,178"
2295,Railway Engineering: AnIntegral Approach…,https://www.edx.org/course/railway-engineering-an-integral-approach-2,https://prod-discovery.edx-cdn.org/media/course/image/f2c904f0-b0aa-42a4-8678-70421fbd34d7-b9bbb00e7fde.png,['Introductory'],['4–6 hours per week'],['6 Weeks'],['English'],['English'],['$50 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"18,349"
2296,Logística del futuro…,https://www.edx.org/course/logistica-del-futuro,https://prod-discovery.edx-cdn.org/media/course/image/1f37fdc0-6330-4f7c-948d-875b2d8798a5-c6f3bf314171.png,['Introductory'],['3–5 hours per week'],['5 Weeks'],['Español'],['Español'],['$29 USD'],['LOGYCA'],['https://www.edx.org/school/logycax'],"6,006"
2297,Urban Sewage Treatment…,https://www.edx.org/course/urban-sewage-treatment-2,https://prod-discovery.edx-cdn.org/media/course/image/e7108e03-64dc-4252-8913-6da3a55e3698-0fb669097056.jpg,['Intermediate'],['6–8 hours per week'],['7 Weeks'],['English'],['English'],['$50 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"40,915"
2298,Agile MindsetIntroduction…,https://www.edx.org/course/agile-mindset-introduction,https://prod-discovery.edx-cdn.org/media/course/image/1daff298-58d1-426b-b2c1-141b3c1a0069-5214c549c992.jpeg,['Introductory'],['1–5 hours per week'],['2 Weeks'],['English'],['English'],['$49 USD'],['Rolls-Royce'],['https://www.edx.org/school/rolls-royce'],not-mentioned
2299,Effective DecisionMaking: Dealing withBusiness Complexity…,https://www.edx.org/course/effective-decision-making-dealing-with-business-co,https://prod-discovery.edx-cdn.org/media/course/image/a72a90b9-d5fe-4997-b1fb-9a35b0aa2530-2ed277c9842c.jpg,['Intermediate'],['4–5 hours per week'],['5 Weeks'],['English'],['English'],['$125 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"26,538"
2300,Dealing with Power andDynamics: Discover YourLeadership Style and Inf……,https://www.edx.org/course/influencing-stakeholders-discover-your-leadershi-2,https://prod-discovery.edx-cdn.org/media/course/image/dfdf39ce-705d-4a34-9172-f517338966a1-56fe343aa4c9.jpg,['Intermediate'],['4–5 hours per week'],['5 Weeks'],['English'],['English'],['$125 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"16,286"
2301,Smart Grids: The Basics…,https://www.edx.org/course/smart-grids-the-basics,https://prod-discovery.edx-cdn.org/media/course/image/2bb0841b-ffab-4399-9612-513a846b417b-e5ea2c076fef.jpeg,['Intermediate'],['4–6 hours per week'],['6 Weeks'],['English'],['English'],['$99 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],not-mentioned
2302,"Mechanical Behavior ofMaterials, Part 2:  StressTransformations, Beam……",https://www.edx.org/course/mechanical-behavior-of-materials-part-2-stress-tra,https://prod-discovery.edx-cdn.org/media/course/image/1f997487-1728-4031-b33c-854946757c3f-06a0ac830ddc.jpg,['Intermediate'],['11–13 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"14,629"
2303,Electric Cars: Business…,https://www.edx.org/course/electric-cars-business,https://prod-discovery.edx-cdn.org/media/course/image/5ceeb83e-4eea-44cc-ad10-3518bf343394-aac820bac276.png,['Intermediate'],['4–5 hours per week'],['4 Weeks'],['English'],['English'],['$50 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"14,444"
2304,Gestión de inventario yportafolio…,https://www.edx.org/course/gestion-de-inventario-y-portafolio,https://prod-discovery.edx-cdn.org/media/course/image/1860b276-a206-4c2a-95a6-4e6766c612a3-2b76d59a1c84.jpg,['Introductory'],['3–5 hours per week'],['5 Weeks'],['Español'],['Español'],['$25 USD'],['LOGYCA'],['https://www.edx.org/school/logycax'],not-mentioned
2305,Robot Development…,https://www.edx.org/course/developmental-robotics,https://prod-discovery.edx-cdn.org/media/course/image/8647affa-6d7c-4cfa-8d96-ec6b696a5365-6f8d1a42eeab.jpg,['Intermediate'],['8–10 hours per week'],['6 Weeks'],['English'],['English'],['$60 USD'],['Università degli Studi di Napoli Federico II'],['https://www.edx.org/school/federicax'],not-mentioned
2306,Micro andNanofabrication (MEMS)…,https://www.edx.org/course/micro-and-nanofabrication-mems,https://prod-discovery.edx-cdn.org/media/course/image/5f1fc2f5-69f7-4ae0-aa83-c329a75bd424-e4f78c975c75.jpg,['Advanced'],['3–5 hours per week'],['7 Weeks'],['English'],"['English, Français']",['$199 USD'],['École polytechnique fédérale de Lausanne'],['https://www.edx.org/school/epflx'],"16,346"
2307,"Cellular Solids Part 1:Structures, Propertiesand Engineering Applica……",https://www.edx.org/course/cellular-solids-part-1-structures-properties-and-e,https://prod-discovery.edx-cdn.org/media/course/image/98799c8e-6f56-46a5-a967-c4fc81e92f9e-115c6cdd27d8.jpg,['Advanced'],['11–13 hours per week'],['9 Weeks'],['English'],['English'],['$99 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"7,322"
2308,User Experience (UX)Design: Human Factorsand Culture in Design | 设……,https://www.edx.org/course/user-experience-ux-design-human-factors-and-cultur,https://prod-discovery.edx-cdn.org/media/course/image/7b877753-393f-473f-920f-4c41dc4365b0-3b5c018b17bc.jpg,['Advanced'],['1–5 hours per week'],['7 Weeks'],['English'],['English'],['$139 USD'],['Tsinghua University'],['https://www.edx.org/school/tsinghuax'],"24,101"
2309,Ingeniería deaeropuertos: diseño dellado aire según OACI (I……,https://www.edx.org/course/ingenieria-de-aeropuertos-diseno-del-lado-aire-seg,https://prod-discovery.edx-cdn.org/media/course/image/03f98e69-4581-4afb-be0d-f4d3515fa30c-a7ddb07e0274.jpg,['Intermediate'],['4–5 hours per week'],['7 Weeks'],['Español'],['Español'],['$75 USD'],['Universitat Politècnica de Valencia'],['https://www.edx.org/school/upvalenciax'],not-mentioned
2310,Análisis del riesgo dedesastres y cambioclimático en proyectos……,https://www.edx.org/course/analisis-de-riesgos-de-desastres-naturales-y-cambio-climatico-en-proyectos-de-infraestructura,https://prod-discovery.edx-cdn.org/media/course/image/8142c2eb-f82a-4929-a6c4-47ab6b595eb0-76d8e16a8560.png,['Advanced'],['4–6 hours per week'],['6 Weeks'],['Español'],['Español'],['$25 USD'],['Inter-American Development Bank'],['https://www.edx.org/school/idbx'],not-mentioned
2311,Robotics Foundation II -Robot Control…,https://www.edx.org/course/robotics-foundation-ii-robot-control,https://prod-discovery.edx-cdn.org/media/course/image/abdd5994-d0de-4ba4-abde-c4c9098dff2d-84c1fdb6926b.jpg,['Intermediate'],['8–16 hours per week'],['12 Weeks'],['English'],['English'],['$60 USD'],['Università degli Studi di Napoli Federico II'],['https://www.edx.org/school/federicax'],not-mentioned
2312,Gestión de compraseficientes para tuempresa…,https://www.edx.org/course/gestion-de-compras-eficientes-para-tu-empresa,https://prod-discovery.edx-cdn.org/media/course/image/bf547c77-67f5-45ec-9952-9bfb76f26ef0-27b96aad9427.jpg,['Introductory'],['3–5 hours per week'],['5 Weeks'],['Español'],['Español'],['$25 USD'],['LOGYCA'],['https://www.edx.org/school/logycax'],not-mentioned
2313,Logistics Fundamentals…,https://www.edx.org/course/logistics-fundamentals,https://prod-discovery.edx-cdn.org/media/course/image/9640e28c-81cc-4fbc-a0b2-071cf42190bd-93822f961013.png,['Introductory'],['4–7 hours per week'],['5 Weeks'],['English'],['English'],['$28 USD'],['LOGYCA'],['https://www.edx.org/school/logycax'],not-mentioned
2314,Introduction to Haptics…,https://www.edx.org/course/introduction-to-haptics,https://prod-discovery.edx-cdn.org/media/course/image/36a734d1-ad9b-44d6-b226-c38f6aac0caa-8a7bc882b9c9.jpeg,['Introductory'],['1–10 hours per week'],['5 Weeks'],['English'],['English'],['$129 USD'],['Stanford University'],['https://www.edx.org/school/stanfordonline'],not-mentioned
2315,Research Methods: AnEngineering Approach…,https://www.edx.org/course/research-methods-an-engineering-approach,https://prod-discovery.edx-cdn.org/media/course/image/69b730f8-63db-41b7-966d-c56e4ecc5edc-2362759c2d28.png,['Introductory'],['2–3 hours per week'],['8 Weeks'],['English'],['English'],['$169 USD'],['Wits University'],['https://www.edx.org/school/witsx'],"20,602"
