,course_name,course_url,course_photo,course_level,course_effort,course_length,course_language,course_subtitle,course_price,course_partner,university_link,course_enrollments
1574,Humanity and Nature inChinese Thought |中国哲学思想中的人类与自然观…,https://www.edx.org/course/humanity-and-nature-in-chinese-thought,https://prod-discovery.edx-cdn.org/media/course/image/4c6e9caa-bd5a-4c83-91a8-a338f74badd9-a53ec815e1d8.jpg,['Introductory'],['2–3 hours per week'],['8 Weeks'],['English'],"['English, 中文']",['$50 USD'],['University of Hong Kong'],['https://www.edx.org/school/hkux'],not-mentioned
1575,Christianisme etphilosophie dansl’Antiquité…,https://www.edx.org/course/christianisme-et-philosophie-dans-lantiquite,https://prod-discovery.edx-cdn.org/media/course/image/5c8fa1f2-a7d5-4256-b83f-b4ee84fc62e1-20cc10514b13.jpg,['Introductory'],['2–4 hours per week'],['6 Weeks'],['Français'],['Français'],['$50 USD'],['Sorbonne Université'],['https://www.edx.org/school/sorbonnex'],not-mentioned
1576,Trends in e-Psychology…,https://www.edx.org/course/trends-in-e-psychology,https://prod-discovery.edx-cdn.org/media/course/image/4be08c42-9647-466d-8788-305d6a3c0b66-53b9250befb9.jpg,['Intermediate'],['4–5 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['KU Leuven'],['https://www.edx.org/school/kuleuvenx'],not-mentioned
1577,汉语与文化交际 Chinese CulturalCommunication…,https://www.edx.org/course/chinese-cultural-communication,https://prod-discovery.edx-cdn.org/media/course/image/03216ad4-5dec-4624-bfe4-3a5b5b69f984-aac340c6fa96.jpg,['Advanced'],['1–2 hours per week'],['10 Weeks'],['中文'],['中文'],['$49 USD'],['Peking University'],['https://www.edx.org/school/pekingx'],not-mentioned
1578,Shakespeare on the Pageand in Performance:Tragic Love…,https://www.edx.org/course/shakespeare-on-the-page-and-in-performance-tragic,https://prod-discovery.edx-cdn.org/media/course/image/6154dfa4-cfee-4b80-bf0a-e3ff20ba493a.png,['Introductory'],['4–5 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Wellesley College'],['https://www.edx.org/school/wellesleyx'],not-mentioned
1579,Culture of Services: NewPerspective on CustomerRelations…,https://www.edx.org/course/culture-of-services-new-perspective-on-customer-re,https://prod-discovery.edx-cdn.org/media/course/image/9828935c-8829-4088-9472-4bf2e58125c5-1e2ca5b3f5a0.jpg,['Introductory'],['2–3 hours per week'],['8 Weeks'],['English'],['English'],['$49 USD'],['Kyoto University'],['https://www.edx.org/school/kyotoux'],not-mentioned
1580,"The Book: Print andManuscript in WesternEurope, Asia and the Mi……",https://www.edx.org/course/the-book-print-and-manuscript-in-western-europe-as,https://prod-discovery.edx-cdn.org/media/course/image/f1cd4e7f-42e4-4b24-9976-1cebbea40d8b-a361705e6f6a.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$70 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned
1581,Chinese Thought: AncientWisdom Meets ModernScience - Part 1…,https://www.edx.org/course/chinese-thought-ancient-wisdom-meets-modern-scienc,https://prod-discovery.edx-cdn.org/media/course/image/5f33b3b9-df86-42a6-ad2f-8f4f4952fb21-1f3f3e08c3b6.jpg,['Introductory'],['4–6 hours per week'],['5 Weeks'],['English'],['English'],['$49 USD'],['University of British Columbia'],['https://www.edx.org/school/ubcx'],not-mentioned
1582,Conversations withGlobal Leaders: Leadingon Sustainable Develop……,https://www.edx.org/course/conversations-with-global-leaders-leading-on-sustainable-development,https://prod-discovery.edx-cdn.org/media/course/image/1aafa52a-a1e4-4fc1-be25-fe3e468773dc-7ed3905d8c7e.png,['Intermediate'],['2–4 hours per week'],['6 Weeks'],['English'],"['English', 'English']",[],['SDG Academy'],['https://www.edx.org/school/sdgacademyx'],not-mentioned
1583,Regards croisés sur lesmigrations…,https://www.edx.org/course/regards-croises-sur-les-migrations,https://prod-discovery.edx-cdn.org/media/course/image/c2ae62b7-fe34-4121-97cd-eca2af9af3b3-83f96589ec15.jpg,['Intermediate'],['3–5 hours per week'],['12 Weeks'],['Français'],['Français'],['$50 USD'],['Université catholique de Louvain'],['https://www.edx.org/school/louvainx'],not-mentioned
1584,Antropología de laMúsica: El Caso de lasMúsicas del Pacífico Co……,https://www.edx.org/course/antropologia-de-la-musica-el-caso-de-las-musicas-d,https://prod-discovery.edx-cdn.org/media/course/image/3113f88e-b35a-4b24-b7de-0228448ecc16-af42f005ab59.jpg,['Introductory'],[],['9 Weeks'],['Español'],"['Español', 'Español']",['$25 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned
1585,"The Book: Monasteries,Schools, and Notaries,Part 1: Reading the Late……",https://www.edx.org/course/the-book-monasteries-schools-and-notaries-part-1-r,https://prod-discovery.edx-cdn.org/media/course/image/9bf54fa4-b04c-4954-a4c9-8a5928194d22-ab6e2b2745d9.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$70 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned
1586,The Conscious Mind - APhilosophical Road Trip…,https://www.edx.org/course/the-conscious-mind-a-philosophical-road-trip,https://prod-discovery.edx-cdn.org/media/course/image/acdf1f40-9977-4233-b6d8-29a541977132-149113bee08e.jpg,['Introductory'],['2–4 hours per week'],['4 Weeks'],['English'],['English'],['$50 USD'],['Trinity College'],['https://www.edx.org/school/trinityx'],not-mentioned
1587,Incarceration'sWitnesses: AmericanPrison Writing…,https://www.edx.org/course/incarcerations-witnesses-american-prison-writing,https://prod-discovery.edx-cdn.org/media/course/image/7a4c102f-fa3c-40a2-8d55-54fd1a831350-927441851560.jpg,['Introductory'],['3–4 hours per week'],['4 Weeks'],['English'],"['English', 'English']",[],['Hamilton College'],['https://www.edx.org/school/hamiltonx'],not-mentioned
1588,Hábitos de consumosostenible: Motor deinnovación…,https://www.edx.org/course/habitos-de-consumo-sostenible-motor-de-innovacion,https://prod-discovery.edx-cdn.org/media/course/image/0bdf189e-cbea-4fd2-aede-975f0f4ca863-4ea5170937fe.jpg,['Introductory'],[],['4 Weeks'],['Español'],"['English, Español', 'English, Español']",['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned
1589,Apostolado del Mar y delos Ríos…,https://www.edx.org/course/apostolado-del-mar-y-de-los-rios,https://prod-discovery.edx-cdn.org/media/course/image/9a604a85-9e16-42a8-85b6-3b71f557ca65-f3857762e445.png,['Introductory'],['8–10 hours per week'],['5 Weeks'],['Español'],['Español'],['$29 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned
1590,Enseñar STEM: mucho +que fórmulas…,https://www.edx.org/course/ensenar-stem-mucho-que-formulas,https://prod-discovery.edx-cdn.org/media/course/image/5985545f-0e6c-4a29-bd45-9a19c7f1dc5e-9668e2ce3ab1.jpg,['Introductory'],['3–4 hours per week'],['4 Weeks'],['Español'],"['English, Español']",['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned
1591,Ressources naturelles etdéveloppement durable…,https://www.edx.org/course/ressources-naturelles-et-developpement-durable-2,https://prod-discovery.edx-cdn.org/media/course/image/173c60ea-9961-4e8c-9081-b0d417684d3d-3b2322c0130e.jpg,['Introductory'],['4–6 hours per week'],['8 Weeks'],['Français'],['Français'],['$50 USD'],['Université catholique de Louvain'],['https://www.edx.org/school/louvainx'],not-mentioned
1592,The Book: BookSleuthing: What19th-Century Books Ca……,https://www.edx.org/course/the-book-book-sleuthing-what-19th-century-books-ca,https://prod-discovery.edx-cdn.org/media/course/image/c04a69c9-77cd-49dc-a72e-64c466d7d5dd-d994d822826c.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$70 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned
1593,The Book: Books in theMedieval Liturgy…,https://www.edx.org/course/the-book-books-in-the-medieval-liturgy,https://prod-discovery.edx-cdn.org/media/course/image/15fa9d9c-6f50-49ed-8397-d41e54ce5f3e-29b8f10929b3.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$70 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned
1594,Spirituality andSensuality: SacredObjects in Religious Life…,https://www.edx.org/course/spirituality-and-sensuality-sacred-objects-in-reli,https://prod-discovery.edx-cdn.org/media/course/image/9a210065-b5ef-456d-a7ac-151c93e928d7-68fccb77ba29.png,['Introductory'],['3–4 hours per week'],['4 Weeks'],['English'],['English'],['$25 USD'],['Hamilton College'],['https://www.edx.org/school/hamiltonx'],not-mentioned
1595,"The Divine Comedy:Dante's Journey toFreedom, Part 2 (Purgat……",https://www.edx.org/course/the-divine-comedy-dantes-journey-to-freedom-part-3,https://prod-discovery.edx-cdn.org/media/course/image/42ae6bc0-0b3d-4e15-92fe-f2d8a50d5247.jpg,['Introductory'],['8–10 hours per week'],['7 Weeks'],['English'],['English'],['$49 USD'],['Georgetown University'],['https://www.edx.org/school/georgetownx'],not-mentioned
1596,Pensamiento del PapaFrancisco…,https://www.edx.org/course/pensamiento-del-papa-francisco,https://prod-discovery.edx-cdn.org/media/course/image/13d413aa-0317-4375-9e77-76b8cc4f7d38-2c8f5caae4ed.jpg,['Introductory'],['8–10 hours per week'],['7 Weeks'],['Español'],['Español'],['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned
1597,Greeks at War: Homer atTroy…,https://www.edx.org/course/greeks-at-war-homer-at-troy,https://prod-discovery.edx-cdn.org/media/course/image/e67e1b83-e06d-4c41-84e0-d84679b1b9c3-bf853db4466c.jpg,['Introductory'],['2–5 hours per week'],['4 Weeks'],['English'],['English'],['$25 USD'],['Colgate University'],['https://www.edx.org/school/colgatex'],not-mentioned
1598,Representations ofHIV/AIDS…,https://www.edx.org/course/representations-of-hivaids,https://prod-discovery.edx-cdn.org/media/course/image/6257ddac-0ac1-4f9a-857c-147afb9447a1-c5cad93190e6.jpg,['Introductory'],['4–6 hours per week'],['4 Weeks'],['English'],['English'],['$50 USD'],['Davidson College'],['https://www.edx.org/school/davidsonx'],not-mentioned
1599,"The Book: Monasteries,Schools, and Notaries,Part 2: Introduction to t……",https://www.edx.org/course/the-book-monasteries-schools-and-notaries-part-2-i,https://prod-discovery.edx-cdn.org/media/course/image/8afb6a6b-2638-47b4-955c-c322bc0fa7ea-4f0076c45120.jpg,['Introductory'],['2–3 hours per week'],['3 Weeks'],['English'],['English'],['$70 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned
1600,Forced and PrecariousLabor in the GlobalEconomy: Slavery by An……,https://www.edx.org/course/forced-and-precarious-labor-in-the-global-economy,https://prod-discovery.edx-cdn.org/media/course/image/af3165ad-2ade-4743-922d-7d95043bee61-d736415b66df.png,['Introductory'],['3–4 hours per week'],['9 Weeks'],['English'],['English'],['$49 USD'],['Wits University'],['https://www.edx.org/school/witsx'],not-mentioned
1601,Impacto de las TIC en lavida de las familias…,https://www.edx.org/course/impacto-de-las-tic-en-la-vida-de-las-familias,https://prod-discovery.edx-cdn.org/media/course/image/599b6f5f-53d9-43c2-a0eb-9b1df1ddda5a-227f3b19b002.jpg,['Introductory'],['8–10 hours per week'],['11 Weeks'],['Español'],['Español'],['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned
1602,20世纪西方音乐 | Music in the20th Century…,https://www.edx.org/course/20-music-in-the-20th-century,https://prod-discovery.edx-cdn.org/media/course/image/ff3cce8b-61a0-4998-90e1-db75dc88d249-b8a8ec862b35.jpg,['Introductory'],[],['4 Weeks'],['中文'],"['中文', '中文']",[],['Peking University'],['https://www.edx.org/school/pekingx'],not-mentioned
1603,Chinese Thought: AncientWisdom Meets ModernScience - Part 2…,https://www.edx.org/course/chinese-thought-ancient-wisdom-meets-modern-scie-2,https://prod-discovery.edx-cdn.org/media/course/image/7cef2e2f-3e2a-4409-b8fe-4db30b3ee650-66710749b77d.jpg,['Introductory'],['4–6 hours per week'],['5 Weeks'],['English'],['English'],['$49 USD'],['University of British Columbia'],['https://www.edx.org/school/ubcx'],not-mentioned
1604,Introduction to RetailManagement…,https://www.edx.org/course/introduction-to-retail-management,https://prod-discovery.edx-cdn.org/media/course/image/03b93c93-b538-4d7e-9024-cbe416d0dae3-59123ba032b0.jpg,['Introductory'],['3–5 hours per week'],['6 Weeks'],['English'],['English'],['$50 USD'],['Indian Institute of Management Bangalore'],['https://www.edx.org/school/iimbx'],not-mentioned
1605,Principles ofBiochemistry…,https://www.edx.org/course/principles-of-biochemistry,https://prod-discovery.edx-cdn.org/media/course/image/896f6184-731a-4dae-9e53-ef7a83e5606d-acc305e9f8d4.jpg,['Intermediate'],['4–6 hours per week'],['15 Weeks'],['English'],['English'],['$199 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"261,784"
1606,AnatomyX:Musculoskeletal Cases…,https://www.edx.org/course/anatomyx-musculoskeletal-cases,https://prod-discovery.edx-cdn.org/media/course/image/20574fb6-99b9-44cf-afa5-473d8337c7a8-c1588ba86fbd.jpg,['Intermediate'],['3–6 hours per week'],['7 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"106,842"
1607,"Bioethics: The Law,Medicine, and Ethics ofReproductive Technolog……",https://www.edx.org/course/bioethics-the-law-medicine-and-ethics-of-reproduct,https://prod-discovery.edx-cdn.org/media/course/image/2df50737-b55d-48b7-a86f-77b326e3ee88-9c5471ae24d1.png,['Introductory'],['1–2 hours per week'],['10 Weeks'],['English'],['English'],['$149 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"84,234"
1608,Lessons from Ebola:Preventing the NextPandemic…,https://www.edx.org/course/lessons-from-ebola-preventing-the-next-pandemic,https://prod-discovery.edx-cdn.org/media/course/image/e6aacefc-7ce9-4eda-ab78-18c35ca63c19-b9ae1fcbf9b6.jpg,['Introductory'],['3–5 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"92,606"
1609,Improving Global Health:Focusing on Quality andSafety…,https://www.edx.org/course/improving-global-health-focusing-on-quality-and-sa,https://prod-discovery.edx-cdn.org/media/course/image/2f5692de-8f38-466c-b4fa-3e8fe42df639-7fa225befd20.jpg,['Intermediate'],['2–4 hours per week'],['10 Weeks'],['English'],['English'],['$99 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"129,624"
1610,"Prescription DrugRegulation, Cost, andAccess: Current Controv……",https://www.edx.org/course/prescription-drug-regulation-cost-and-access-curre,https://prod-discovery.edx-cdn.org/media/course/image/63b7029d-0eb4-40ba-8140-2f9781915ca4-de783ac6c899.jpg,['Introductory'],['2–5 hours per week'],['8 Weeks'],['English'],['English'],['$199 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"82,184"
1611,Medical Terminology…,https://www.edx.org/course/medical-terminology,https://prod-discovery.edx-cdn.org/media/course/image/efff5748-4be0-46e0-8762-58c281354435-1a6e7039a56b.jpg,['Introductory'],['5–10 hours per week'],['8 Weeks'],['English'],['English'],['$79 USD'],['Doane University'],['https://www.edx.org/school/doanex'],"33,386"
1612,Introducción a laRegulación Emocionalbasada en Mindfulness…,https://www.edx.org/course/introduccion-a-la-regulacion-emocional-basada-en-m,https://prod-discovery.edx-cdn.org/media/course/image/00974327-a514-4c69-abaf-581e9c892945-8ad13bc6b94e.jpg,['Introductory'],['5–6 hours per week'],['4 Weeks'],['Español'],['Español'],['$29 USD'],['Universidad Autónoma de Madrid'],['https://www.edx.org/school/uamx'],"22,060"
1613,COVID-19 Training forHealthcare Workers…,https://www.edx.org/course/covid-19-care-a-lifesaving-program-for-healthcare-providers,https://prod-discovery.edx-cdn.org/media/course/image/3d0d52e6-4ebe-45e3-84a2-fdc2afb2cac8-7de89584a0c9.jpeg,['Introductory'],['1–10 hours per week'],['2 Weeks'],['English'],['English'],['$10 USD'],['Stanford University'],['https://www.edx.org/school/stanfordonline'],"7,541"
1614,Fundamentos deanatomía y técnicaquirúrgica básica…,https://www.edx.org/course/fundamentos-de-anatomia-y-tecnica-quirurgica-basic,https://prod-discovery.edx-cdn.org/media/course/image/760d56a2-69e4-45f7-9f8d-5de319a13714-7cbd294a434d.jpg,['Introductory'],['4–6 hours per week'],['4 Weeks'],['Español'],['Español'],['$49 USD'],['Universidad del Rosario'],['https://www.edx.org/school/urosariox'],"13,521"
1615,Disaster MedicineTraining…,https://www.edx.org/course/disaster-medicine-training,https://prod-discovery.edx-cdn.org/media/course/image/2c3a98df-1e2c-4c1a-9024-a37996d62390-12b3ade121e2.png,['Introductory'],['1–2 hours per week'],['8 Weeks'],['English'],['English'],['$50 USD'],['Stanford University'],['https://www.edx.org/school/stanfordonline'],"11,911"
1616,Global Public Health…,https://www.edx.org/course/global-public-health,https://prod-discovery.edx-cdn.org/media/course/image/e4315d22-de5d-4574-951a-be74baa8a8fa-88b0aeca55fb.jpg,['Intermediate'],['4–6 hours per week'],['10 Weeks'],['English'],['English'],['$49 USD'],['SDG Academy'],['https://www.edx.org/school/sdgacademyx'],"17,972"
1617,Drug Discovery &Medicinal Chemistry…,https://www.edx.org/course/med-001,https://prod-discovery.edx-cdn.org/media/course/image/3b426ab9-93ad-467d-a91e-4d21dd3544c4-2ffb97ce8e63.png,['Intermediate'],['5–7 hours per week'],['5 Weeks'],['English'],['English'],['$99 USD'],['Davidson College'],['https://www.edx.org/school/davidsonx'],not-mentioned
1618,Introducción al quirófano…,https://www.edx.org/course/introduccion-al-quirofano,https://prod-discovery.edx-cdn.org/media/course/image/69d69630-bd68-4552-a7b2-419e8d0a26ee-1fb7d42d31be.jpg,['Intermediate'],['3–4 hours per week'],['6 Weeks'],['Español'],['Español'],['$29 USD'],['Universidades Anáhuac'],['https://www.edx.org/school/anahuacx'],"5,049"
1619,Introduction toBiomedical Imaging…,https://www.edx.org/course/introduction-to-biomedical-imaging,https://prod-discovery.edx-cdn.org/media/course/image/494a5714-605c-420a-bff0-a9550a6cdcbe-06ccf2d6ac28.jpg,['Introductory'],['4–5 hours per week'],['12 Weeks'],['English'],['English'],['$99 USD'],['The University of Queensland'],['https://www.edx.org/school/uqx'],"57,227"
1620,Lifestyle MedicineFundamentals…,https://www.edx.org/course/lifestyle-medicine-fundamentals,https://prod-discovery.edx-cdn.org/media/course/image/839325f1-e081-42e7-9475-42ecfa5bd8bc-88de0b5974b1.jpg,['Introductory'],['5–10 hours per week'],['1 Weeks'],['English'],['English'],['$149 USD'],['Doane University'],['https://www.edx.org/school/doanex'],"9,004"
1621,Clinical ReasoningProcess…,https://www.edx.org/course/clinical-reasoning-process,https://prod-discovery.edx-cdn.org/media/course/image/311ffd88-2f4f-4db7-b8a9-36c8de0a44e5-5149f5d82e12.png,['Introductory'],['2–4 hours per week'],['6 Weeks'],['English'],['English'],['$149 USD'],['Université de Montréal'],['https://www.edx.org/school/umontrealx'],"5,783"
1622,Alzheimer’s Disease &Dementia Care…,https://www.edx.org/course/alzheimers-disease-dementia-care,https://prod-discovery.edx-cdn.org/media/course/image/71e0c33c-1e31-4706-aadb-d74472b8f805-93f2bd6f8440.jpeg,['Intermediate'],['2–3 hours per week'],['5 Weeks'],['English'],['English'],['$49 USD'],"['Salisbury University', 'University System of Maryland']","['https://www.edx.org/school/su', 'https://www.edx.org/school/usmx']","6,140"
1623,Lifestyle MedicineTreatments of ChronicDisease – Part 1…,https://www.edx.org/course/lifestyle-medicine-treatments-of-chronic-disease-p,https://prod-discovery.edx-cdn.org/media/course/image/8731a264-4586-4e11-8750-ae7fcf0dc5c2-fee446ef9959.jpg,['Intermediate'],['10–15 hours per week'],['2 Weeks'],['English'],['English'],['$179 USD'],['Doane University'],['https://www.edx.org/school/doanex'],"6,095"
1624,Introduction to LifestyleMedicine…,https://www.edx.org/course/introduction-to-lifestyle-medicine,https://prod-discovery.edx-cdn.org/media/course/image/43e3d02c-ec4f-413e-be22-be2fc646afcc-a0ed5d315a04.jpg,['Introductory'],['5–10 hours per week'],['8 Weeks'],['English'],['English'],['$79 USD'],['Doane University'],['https://www.edx.org/school/doanex'],"9,308"
1625,Applied anatomy of thelocomotor system…,https://www.edx.org/course/applied-anatomy-of-the-locomotor-system,https://prod-discovery.edx-cdn.org/media/course/image/c0fddfa1-b399-44e8-8164-ed9f2cd8ac5d-092db81d002e.jpg,['Intermediate'],['10–12 hours per week'],['8 Weeks'],['English'],['English'],['$60 USD'],['Università degli Studi di Napoli Federico II'],['https://www.edx.org/school/federicax'],"12,493"
1626,Vaccines: from smallpoxto technologies of thefuture…,https://www.edx.org/course/vaccines-from-smallpox-to-technologies-of-future,https://prod-discovery.edx-cdn.org/media/course/image/e3369905-de09-4065-8087-d3fe8e197a3d-47f85b614e10.png,['Intermediate'],['3–5 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],['KU Leuven'],['https://www.edx.org/school/kuleuvenx'],"6,394"
1627,Collaborative DataScience for Healthcare…,https://www.edx.org/course/collaborative-data-science-for-healthcare,https://prod-discovery.edx-cdn.org/media/course/image/be6f00d4-5047-459e-8249-954e2526f68a-46afa28ed3f9.jpeg,['Advanced'],['2–3 hours per week'],['12 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
1628,Data Analytics andVisualization in HealthCare…,https://www.edx.org/course/data-analytics-and-visualization-in-health-care,https://prod-discovery.edx-cdn.org/media/course/image/04736418-d7e3-4063-89d6-42e7704f9bb1-b506fd9a42c3.jpg,['Advanced'],['8–10 hours per week'],['8 Weeks'],['English'],['English'],['$249 USD'],['Rochester Institute of Technology'],['https://www.edx.org/school/ritx'],"7,625"
1629,Design in Healthcare:Using Patient JourneyMapping…,https://www.edx.org/course/design-in-healthcare-using-patient-journey-mapping,https://prod-discovery.edx-cdn.org/media/course/image/ffbec579-96a8-46aa-8631-d4f4cefb6d40-ed33d7ddc355.png,['Introductory'],['3–4 hours per week'],['8 Weeks'],['English'],['English'],['$129 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"18,268"
1630,"Healthcare Finance,Economics and Risk…",https://www.edx.org/course/healthcare-finance-economics-and-risk,https://prod-discovery.edx-cdn.org/media/course/image/e84f5ffc-bec0-44b6-98e7-8152d2d3475b-8af9db49a0bb.jpg,['Intermediate'],['5–10 hours per week'],['5 Weeks'],['English'],['English'],['$199 USD'],['Doane University'],['https://www.edx.org/school/doanex'],"8,301"
1631,Understanding theAustralian Health CareSystem…,https://www.edx.org/course/understanding-the-australian-health-care-system,https://prod-discovery.edx-cdn.org/media/course/image/43b5606a-1681-4f6c-938a-6d2c0fe006dc-69e0725f4867.jpg,['Introductory'],['1–2 hours per week'],['9 Weeks'],['English'],['English'],['$59 USD'],['The University of Queensland'],['https://www.edx.org/school/uqx'],"8,687"
1632,Shared Decision Makingand InterprofessionalCollaboration in Health……,https://www.edx.org/course/shared-decision-making-and-interprofessional-colla,https://prod-discovery.edx-cdn.org/media/course/image/3f8841fa-0a84-4151-a135-5677aec8ebd3-740353092d44.jpg,['Introductory'],['2–4 hours per week'],['6 Weeks'],['English'],['English'],['$60 USD'],['The Hong Kong Polytechnic University'],['https://www.edx.org/school/hkpolyux'],not-mentioned
1633,"Health Law, Policy, andAdvocacy…",https://www.edx.org/course/health-law-policy-and-advocacy,https://prod-discovery.edx-cdn.org/media/course/image/9f3818e4-9ad1-48a0-a188-d98e9d589304-6afa69e2b698.jpg,['Intermediate'],['5–10 hours per week'],['5 Weeks'],['English'],['English'],['$199 USD'],['Doane University'],['https://www.edx.org/school/doanex'],"6,565"
1634,Applying Health Coachingin Patient Care…,https://www.edx.org/course/applying-health-coaching-in-patient-care,https://prod-discovery.edx-cdn.org/media/course/image/8db1cffe-6f2c-4215-a521-b7063c0629c6-96cf395c42a5.jpg,['Introductory'],['5–10 hours per week'],['3 Weeks'],['English'],['English'],['$199 USD'],['Doane University'],['https://www.edx.org/school/doanex'],not-mentioned
1635,Strategic Leadership inHealthcare…,https://www.edx.org/course/strategic-leadership-in-healthcare,https://prod-discovery.edx-cdn.org/media/course/image/201cf432-207a-4861-87bf-c8c8e40ebfec-9ca3025f4f86.jpg,['Intermediate'],['5–10 hours per week'],['5 Weeks'],['English'],['English'],['$199 USD'],['Doane University'],['https://www.edx.org/school/doanex'],"6,447"
1636,Trasplante de órganos:desafíos éticos y jurídicos…,https://www.edx.org/course/trasplante-de-organos-desafios-eticos-y-juridicos,https://prod-discovery.edx-cdn.org/media/course/image/a8574ab2-6e09-42ef-81ab-85cb5717506d-b5eac00865e1.jpg,['Intermediate'],['4–6 hours per week'],['9 Weeks'],['Español'],"['English, Español']",['$29 USD'],['Universidad Autónoma de Madrid'],['https://www.edx.org/school/uamx'],"8,596"
1637,What Every ProviderShould Know: ClinicalFundamentals…,https://www.edx.org/course/what-every-provider-should-know-clinical-fundamentals,https://prod-discovery.edx-cdn.org/media/course/image/7fd15a6e-248b-4ca9-81ed-1a1a2c7b2089-eb8796753714.jpeg,['Introductory'],['4–6 hours per week'],['10 Weeks'],['English'],['English'],['$50 USD'],['Stanford University'],['https://www.edx.org/school/stanfordonline'],not-mentioned
1638,Overview & Managementof Parkinson’s Disease…,https://www.edx.org/course/overview-management-of-parkinsons-disease-2,https://prod-discovery.edx-cdn.org/media/course/image/78d1455a-a88d-49f5-8121-8ba565107b93-fef1295b35c4.jpg,['Intermediate'],['2–3 hours per week'],['5 Weeks'],['English'],['English'],['$49 USD'],"['Salisbury University', 'University System of Maryland']","['https://www.edx.org/school/su', 'https://www.edx.org/school/usmx']",not-mentioned
1639,Gateway to Medicine: AnIntroduction to the Fieldof Medicine | 走近医学…,https://www.edx.org/course/gateway-to-medicine-an-introduction-to-the-field-o,https://prod-discovery.edx-cdn.org/media/course/image/04dd6f6c-23c8-4a0e-854d-f13401d53ba5-7ffc0d58ea2b.jpg,['Introductory'],['1–3 hours per week'],['10 Weeks'],['中文'],"['English, 中文']",['$139 USD'],['Tsinghua University'],['https://www.edx.org/school/tsinghuax'],"7,081"
1640,La maladie d’Alzheimer:tout ce que vous aveztoujours voulu savoir…,https://www.edx.org/course/la-maladie-dalzheimer-tout-ce-que-vous-avez-toujou,https://prod-discovery.edx-cdn.org/media/course/image/eae02024-6b85-494f-aaea-925c8f231439-197b35c256fb.png,['Introductory'],['1–2 hours per week'],['6 Weeks'],['Français'],"['English, Español, Français, Italiano']",['$49 USD'],['Sorbonne Université'],['https://www.edx.org/school/sorbonnex'],"10,153"
1641,Lifestyle MedicineTreatments of ChronicDisease – Part 2…,https://www.edx.org/course/lifestyle-medicine-treatments-of-chronic-disease-2,https://prod-discovery.edx-cdn.org/media/course/image/4e0a7fcb-b6a7-4567-ab6d-3ac22591b55c-dffc0a6d6774.jpg,['Intermediate'],['10–15 hours per week'],['2 Weeks'],['English'],['English'],['$179 USD'],['Doane University'],['https://www.edx.org/school/doanex'],not-mentioned
1642,Know HBV And HCV…,https://www.edx.org/course/know-hbv-and-hcv,https://prod-discovery.edx-cdn.org/media/course/image/ddca10f0-ddfc-40b8-9373-b01f822f4c1c-03dc7eeaad1e.jpeg,['Introductory'],['1–5 hours per week'],['1 Weeks'],['English'],['English'],['$50 USD'],['Stanford University'],['https://www.edx.org/school/stanfordonline'],not-mentioned
1643,Food as Medicine:Preventing and ReversingChronic Disease…,https://www.edx.org/course/food-as-medicine-preventing-and-reversing-chronic-disease,https://prod-discovery.edx-cdn.org/media/course/image/087c4e93-e57d-4479-8626-fd378bd0f165-abaf523092c7.jpeg,['Introductory'],['2–5 hours per week'],['4 Weeks'],['English'],['English'],['$79 USD'],['Doane University'],['https://www.edx.org/school/doanex'],not-mentioned
